hash,user_id,id_user_post,name,timestamp,platform,img_id,party,image_url
01fede1cd4a5e40b,1614492992155782,fb_1614492992155782_3066100390328361,Soil4Climate,1629105471,fb,fb_1614492992155782_3066100390328361,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/01fede1cd4a5e40b.jpg
034c7c83ec23fc3d,2318268121720342,fb_2318268121720342_2935784383302043,DIE LINKE. Lutherstadt Eisleben,1631650506,fb,fb_2318268121720342_2935784383302043,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,151559948241325,fb_151559948241325_4582986245098651,DIE LINKE. KV Göppingen,1631734297,fb,fb_151559948241325_4582986245098651,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,848161208636632,fb_848161208636632_4233455966773789,Die Linke Steinfurt,1631691552,fb,fb_848161208636632_4233455966773789,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,259442704144526,fb_259442704144526_4339142159507873,Die Linke Kreisverband Steinfurt,1631691587,fb,fb_259442704144526_4339142159507873,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,1454604608109285,fb_1454604608109285_3104043063165423,DIE LINKE. Greven,1631691613,fb,fb_1454604608109285_3104043063165423,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,365977713872488,fb_365977713872488_1257453694724881,DIE LINKE. Salzatal-Teutschenthal,1631650570,fb,fb_365977713872488_1257453694724881,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,1974225496124117,fb_1974225496124117_2965462697000387,DIE LINKE. Ortsverband Ibbenbüren - Tecklenburger Land,1631691655,fb,fb_1974225496124117_2965462697000387,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,336305539892965,fb_336305539892965_1794278820762289,Kristian Ronneburg,1631719645,fb,fb_336305539892965_1794278820762289,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,637712686627208,fb_637712686627208_1564875030577631,DIE LINKE. Mettingen,1631691760,fb,fb_637712686627208_1564875030577631,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,308644613129509,fb_308644613129509_832861190707846,Daniel Feuerberg,1631636460,fb,fb_308644613129509_832861190707846,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,268731596656112,fb_268731596656112_1740233929505864,Die Linke Ortsverband Esslingen,1631691910,fb,fb_268731596656112_1740233929505864,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,186842196163331,fb_186842196163331_355139339333615,DIE LINKE. Mansfeld-Südharz,1631650532,fb,fb_186842196163331_355139339333615,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,433410580445014,fb_433410580445014_1288652951587435,DIE LINKE. Ochtrup,1631691784,fb,fb_433410580445014_1288652951587435,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,998055180227538,fb_998055180227538_4764959683537050,DIE LINKE. Duisburg,1631775059,fb,fb_998055180227538_4764959683537050,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,106625241651806,fb_106625241651806_148424957471834,Gerrit Bresch,1631691446,fb,fb_106625241651806_148424957471834,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,1581645982136631,fb_1581645982136631_2684225245212027,DIE LINKE. Hörstel,1631691676,fb,fb_1581645982136631_2684225245212027,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,1412912915641918,fb_1412912915641918_3266155583650966,DIE LINKE. Emsdetten,1631691631,fb,fb_1412912915641918_3266155583650966,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,1974225496124117,fb_1974225496124117_2965463120333678,DIE LINKE. Ortsverband Ibbenbüren - Tecklenburger Land,1631691699,fb,fb_1974225496124117_2965463120333678,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,200100613443101,fb_200100613443101_4262011220585333,DIE LINKE. Bielefeld,1632184903,fb,fb_200100613443101_4262011220585333,DIE LINKE,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
034c7c83ec23fc3d,47694585682,fb_47694585682_10157821192340683,DIE LINKE,1631631182,fb,fb_47694585682_10157821192340683,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/034c7c83ec23fc3d.jpg
03ed9b26b74b909a,205756739465079,fb_205756739465079_6293386697368689,Grünes Tutzing am Starnberger See,1630833550,fb,fb_205756739465079_6293386697368689,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,636864479726453,fb_636864479726453_4421392094606987,Pöcking Bündnis 90/Die Grünen,1630833550,fb,fb_636864479726453_4421392094606987,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,112008873578847,fb_112008873578847_558799702233093,Grüne Gauting,1630833550,fb,fb_112008873578847_558799702233093,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,859425837415698,fb_859425837415698_4552573024767609,Grüner Ortsverband Starnberg,1630833550,fb,fb_859425837415698_4552573024767609,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,260750027418707,fb_260750027418707_1881154325378261,GRÜNE Germering,1630833550,fb,fb_260750027418707_1881154325378261,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,564268883657442,fb_564268883657442_4294055637345396,GRÜNE Dießen am Ammersee,1630833550,fb,fb_564268883657442_4294055637345396,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,611581568906256,fb_611581568906256_4538985029499204,Bündnis 90/ Die Grünen OV Krailling,1630833550,fb,fb_611581568906256_4538985029499204,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,318395464949669,fb_318395464949669_4084740894981755,GAL Utting,1630833550,fb,fb_318395464949669_4084740894981755,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,105032246247030,fb_105032246247030_4313179655432247,Grüne Landsberg,1630833550,fb,fb_105032246247030_4313179655432247,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,106640864088837,fb_106640864088837_552739349478984,Grün machts,1630833550,fb,fb_106640864088837_552739349478984,DIE GRÜNEN,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
03ed9b26b74b909a,100323591459127,fb_100323591459127_388566639301486,Martina Neubauer,1630833550,fb,fb_100323591459127_388566639301486,NA,https://raw.githubusercontent.com/nicolarighetti/polarvis-german-election-2021/main/data/top_images_normalized/03ed9b26b74b909a.jpg
